id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
2666	potassium hydroxide	0.2762	0.6074	1	531	1328	91	2014.0659
2667	potassium methoxide	-0.0939	0.8108	1	76	137	11	2011
2668	potato	-0.5431	-0.8056	2	153	218	14	2016.1429
2669	potential alternative fuel	0.6765	-0.136	3	230	325	19	2017.4737
2670	potential biodiesel feedstock	-0.5027	0.0081	4	197	256	17	2014.8824
2671	potential biodiesel production	-0.5522	-0.0315	4	93	105	10	2017.4
2672	potential environmental impact	-0.5036	-0.6458	2	275	409	25	2015.64
2673	potential fuel	0.8821	-0.0572	3	195	252	15	2016.3333
2674	potential impact	-0.2296	-0.6177	2	409	579	40	2015.5
2675	potential production	-0.6038	-0.1327	4	168	178	16	2014.75
2676	potential route	-0.5479	0.3285	4	116	129	10	2017.2
2677	potential yield	-0.5504	-0.342	2	169	200	13	2013.6154
2678	poultry	-0.6574	-0.0493	4	110	132	11	2016.0909
2679	poverty	-0.4374	-0.7304	2	141	189	15	2014.2
2680	power output	1.055	-0.3143	3	546	1376	78	2015.2821
2681	power plant	-0.3453	-0.5396	2	598	1061	87	2014.6552
2682	power production	-0.406	-0.7299	2	261	399	27	2012.6296
2683	power system	-0.2666	-0.7056	2	150	193	19	2015.6316
2684	ppm	0.6807	0.109	3	1213	4008	233	2016.4592
2685	ppm concentration	0.7899	0.138	3	149	221	11	2018.4545
2686	pre exponential factor	0.1232	0.6703	1	178	275	17	2017.4118
2687	precious metal catalyst	-0.0593	0.706	1	119	149	11	2014.8182
2688	predominance	-0.4039	0.3137	4	255	327	24	2016.25
2689	preheating	1.0544	-0.0704	3	251	408	27	2015.037
2690	premixed combustion	1.254	-0.1452	3	271	456	23	2015.2174
2691	premixed flame	0.8403	0.1373	3	189	324	23	2016.2174
2692	preparation method	0.1817	0.5618	1	178	210	15	2016.4667
2693	prepared biodiesel	0.2317	0.6897	1	181	261	13	2017.8462
2694	prepared catalyst	-0.0787	0.9973	1	385	916	46	2017.8261
2695	present research work	0.2617	0.3218	1	241	310	17	2017.4118
2696	present study aim	0.2567	0.3663	1	167	209	14	2016.9286
2697	pressure range	0.5496	0.3517	3	150	193	15	2017.0667
2698	pressure rise	1.4091	-0.2298	3	261	610	27	2015.8519
2699	pretreatment step	-0.2817	0.425	1	167	202	14	2015.3571
2700	price	-0.3252	-0.4834	2	1868	7718	572	2014.9895
2701	primary data	-0.4343	-0.8152	2	186	251	15	2016.2667
2702	primary emission	0.2862	-0.4715	2	122	157	13	2015.2308
2703	primary energy	-0.4772	-0.7901	2	164	227	15	2011
2704	primary energy consumption	-0.5022	-0.767	2	125	178	14	2012.1429
2705	primary fuel	1.3928	-0.3557	3	178	313	16	2015.75
2706	primary particle	0.5877	-0.0544	3	138	235	18	2015.1667
2707	primary product	-0.1556	0.2087	1	199	247	16	2016
2708	priority	-0.4776	-0.666	2	535	933	59	2014.2203
2709	private sector	-0.3802	-0.749	2	150	188	11	2014.5455
2710	pro	0.1114	-0.5655	2	148	188	12	2012.8333
2711	process condition	-0.1905	0.5165	1	475	777	57	2016
2712	process configuration	-0.39	-0.1486	2	230	293	21	2015.1905
2713	process cost	-0.4197	0.1545	1	161	190	15	2016.8
2714	process design	-0.5443	-0.1948	2	407	655	45	2016.7778
2715	process economic	-0.6202	-0.1639	2	281	385	23	2016.0435
2716	process heat	-0.5347	-0.3848	2	129	173	11	2015.9091
2717	process integration	-0.5417	-0.2048	2	207	256	21	2016.6667
2718	process model	-0.4991	-0.1961	2	315	465	32	2015.8125
2719	process optimization	-0.1865	0.3806	1	466	711	42	2016.6667
2720	process simulation	-0.4884	-0.1924	2	329	503	38	2016.3158
2721	process synthesis	-0.5192	-0.1539	2	104	147	15	2015.8
2722	process variable	-0.0547	0.6666	1	477	943	55	2015.8727
2723	processing technology	-0.4927	-0.2529	2	240	312	23	2012.6522
2724	producer	-0.4428	-0.471	2	940	2091	156	2013.8846
2725	producer gas	1.1942	-0.2285	3	180	381	26	2014.3077
2726	product distribution	-0.1011	0.5988	1	568	1079	71	2016.4366
2727	product glycerol	-0.2449	0.4594	1	151	181	13	2013.3846
2728	product selectivity	-0.121	0.7182	1	273	439	27	2017
2729	product yield	-0.27	0.3972	1	723	1489	105	2016.0762
2730	production capacity	-0.5377	-0.402	2	432	667	56	2015.4643
2731	production chain	-0.5218	-0.568	2	498	901	66	2013.697
2732	production facility	-0.6026	-0.4444	2	499	805	51	2015.3529
2733	production level	-0.6089	-0.6282	2	237	327	21	2014.6667
2734	production pathway	-0.4779	-0.3854	2	514	877	60	2016.6
2735	production potential	-0.5282	-0.4645	2	477	750	56	2015.5536
2736	production route	-0.3083	-0.4108	2	283	398	31	2017
2737	production scenario	-0.6787	-0.6038	2	242	377	25	2016.76
2738	production system	-0.6372	-0.6627	2	703	1791	107	2014.8972
2739	productivity	-0.6945	-0.0907	4	1615	5946	411	2015.5864
2740	profit	-0.5703	-0.5953	2	452	888	62	2016.4516
2741	profitability	-0.563	-0.5803	2	582	1149	75	2016.04
2742	programme	-0.2402	-0.7344	2	403	681	51	2011.6667
2743	project	-0.2942	-0.5825	2	1157	3073	231	2014.2165
2744	projection	-0.2917	-0.5117	2	418	677	48	2014.7917
2745	promising alternative biofuel	0.578	0.0619	3	166	202	13	2017.7692
2746	promising alternative fuel	0.7985	-0.026	3	335	505	32	2016.5938
2747	promising candidate	-0.6384	0.347	4	256	348	25	2015.92
2748	promising catalyst	-0.1007	0.8857	1	188	276	16	2014.5
2749	promising process	-0.3776	0.14	1	158	182	12	2015.5
2750	promising route	-0.1582	0.59	1	249	322	23	2017.4783
2751	promising species	-0.9043	0.1829	4	138	183	13	2017.1538
2752	promising way	-0.1938	0.3326	1	165	189	14	2018.3571
2753	proof	-0.4863	0.232	4	257	321	23	2016.6957
2754	propanediol	-0.547	0.3064	4	314	528	40	2014.775
2755	propene	0.5492	0.1211	3	155	200	13	2013.5385
2756	propyl gallate	0.2584	0.2483	1	107	166	14	2015
2757	protein	-0.6631	0.0541	4	1159	3421	234	2016.1325
2758	protein content	-0.713	0.1178	4	352	578	41	2016.9024
2759	proton nuclear magnetic resonance	-0.045	0.7012	1	205	327	18	2017.3333
2760	province	-0.4989	-0.5875	2	418	685	51	2014.9216
2761	provision	-0.3608	-0.6541	2	400	560	35	2015.0857
2762	proximate	-0.2199	0.5235	1	144	187	12	2017
2763	pseudomonas	-0.6107	0.3215	4	157	188	13	2014.9231
2764	psi	-0.0097	0.6226	1	136	161	12	2015.8333
2765	pso	0.2294	0.3162	1	117	138	12	2018.9167
2766	pt c	-0.2119	0.7816	1	249	460	26	2016.4615
2767	public policy	-0.3815	-0.7342	2	194	295	22	2015.9545
2768	pufa	-0.8022	0.2006	4	309	577	33	2017.2424
2769	pulp mill	-0.4374	-0.5342	2	260	385	26	2014.5385
2770	pure biodiesel	0.6443	-0.05	3	626	1258	84	2014.75
2771	pure diesel	1.1219	-0.1704	3	676	2035	117	2016.2222
2772	pure diesel fuel	1.1843	-0.2977	3	344	752	44	2016.0227
2773	pure gasoline	1.0918	-0.4189	3	194	363	20	2017
2774	pure glycerol	-0.6044	0.4566	4	203	287	20	2015.1
2775	purification process	-0.2639	0.318	1	121	149	18	2016
2776	pursuit	-0.1563	-0.6208	2	199	238	14	2013.7857
2777	py gc ms	-0.0836	0.5859	1	105	151	10	2017.5
2778	pyrene	0.3034	0.0144	3	160	246	21	2014.3333
2779	pyrogallol	0.46	0.2415	1	138	220	18	2015.8333
2780	pyrolysis bio oil	0.01	0.3663	1	465	806	59	2016.4407
2781	pyrolysis characteristic	-0.0653	0.4854	1	105	161	13	2018.1538
2782	pyrolysis condition	-0.1098	0.416	1	200	284	23	2015.1739
2783	pyrolysis kinetic	0.2414	0.3889	1	101	124	10	2018.2
2784	pyrolysis product	-0.1156	0.4719	1	392	709	55	2017.2364
2785	pyrolysis reactor	-0.0443	0.3487	1	295	426	28	2017.5
2786	pyrolysis temperature	-0.1651	0.5003	1	439	950	67	2016.7463
2787	pyrolysis vapor	-0.1504	0.5822	1	235	384	23	2016.5217
2788	pyrolytic bio oil	-0.1623	0.6403	1	146	217	12	2018.1667
2789	pyrolytic oil	0.0047	0.5709	1	215	295	21	2016.0476
2790	quadratic model	-0.0027	0.6776	1	219	302	16	2017.4375
2791	quality parameter	-0.3534	0.1847	4	255	357	33	2014.8788
2792	quarter	-0.0725	-0.695	2	217	272	15	2014.1333
2793	question	-0.2713	-0.6286	2	675	1305	104	2014.1154
2794	questionnaire	-0.5148	-0.8779	2	128	197	14	2015.0714
2795	r & d	-0.3741	-0.6858	2	169	222	20	2011.8
2796	r min	1.1156	-0.0963	3	246	381	20	2015
2797	r toruloide	-0.8749	0.2049	4	157	231	13	2017.2308
2798	r2 value	0.2508	0.4173	1	191	259	17	2017.6471
2799	raceway pond	-0.7858	0.011	4	279	421	24	2016.875
2800	radical	0.6381	0.3153	3	403	875	63	2016.9365
2801	rail	-0.2725	-0.7947	2	196	263	16	2014.375
2802	rainfall	-0.6225	-0.6382	2	196	278	18	2012.1667
2803	raman	0.2413	0.4363	1	189	299	18	2015.1667
2804	raman spectroscopy	0.3655	0.4139	1	249	350	26	2016.1923
2805	rancimat	0.1272	0.3322	1	97	132	13	2014.8462
2806	rancimat method	0.1891	0.3633	1	131	197	24	2014.8333
2807	rape	-0.453	-0.6589	2	280	452	31	2011.7097
2808	rape methyl ester	-0.2407	-0.593	2	101	120	12	2005.0833
2809	rapeseed methyl ester	0.6115	-0.3846	3	499	972	71	2013.0423
2810	rapid compression machine	0.7984	0.2543	3	130	257	18	2016.7222
2811	rat	0.321	-0.3266	3	100	195	18	2016.1667
2812	rate coefficient	0.4274	0.3695	3	104	178	16	2018.125
2813	rate constant	0.2043	0.5558	1	399	707	55	2015.2727
2814	rational design	-0.349	0.5206	1	154	193	13	2016.4615
2815	raw bio oil	-0.1807	0.7798	1	197	383	24	2015.8333
2816	raw glycerol	-0.7058	0.4071	4	112	178	12	2012.9167
2817	rcci	1.3091	-0.3038	3	236	470	21	2018.8095
2818	reactant	0.0872	0.6846	1	682	1610	106	2015.5094
2819	reaction	0.0535	0.5401	1	2319	15549	1112	2015.7599
2820	reaction condition	-0.1513	0.7693	1	959	3035	202	2015.9901
2821	reaction cycle	-0.1547	0.8207	1	193	302	17	2016.4118
2822	reaction kinetic	0.1451	0.5638	1	425	762	50	2016.38
2823	reaction mechanism	0.3385	0.4782	1	733	1640	106	2016.0755
2824	reaction medium	-0.1893	0.7003	1	303	486	34	2015.6176
2825	reaction mixture	-0.1231	0.6796	1	411	766	56	2013.4464
2826	reaction order	0.1202	0.593	1	126	172	14	2016.2857
2827	reaction parameter	0.0038	0.7839	1	644	1681	103	2015.6699
2828	reaction pathway	0.2351	0.5472	1	623	1631	101	2016.6436
2829	reaction product	-0.1222	0.546	1	332	508	40	2015.9
2830	reaction rate	0.0044	0.5803	1	668	1418	103	2014.9612
2831	reaction system	-0.1264	0.7994	1	369	608	39	2014.4872
2832	reaction temperature	-0.0652	0.7808	1	1419	7725	470	2015.4362
2833	reaction time	-0.0688	0.7434	1	1527	8893	548	2015.9106
2834	reaction variable	-0.0813	0.8312	1	209	342	22	2016.1818
2835	reaction yield	-0.066	0.6799	1	153	224	18	2015.8333
2836	reactive	0.3016	0.2157	1	121	148	13	2015.2308
2837	reactive distillation	-0.2669	0.4427	1	150	193	18	2013.6667
2838	reactive oxygen species	0.2225	-0.2263	3	198	297	22	2014.8182
2839	reactivity	0.6865	0.1252	3	974	2547	163	2016.411
2840	real world	0.6524	-0.4163	3	140	170	12	2014.25
2841	reasonable agreement	0.3933	0.2168	3	181	265	18	2014.8889
2842	recent progress	-0.3747	0.081	1	103	126	11	2016.1818
2843	recommendation	-0.3055	-0.6347	2	646	1208	87	2013.9425
2844	reference fuel	0.7245	-0.2377	3	439	760	50	2015.26
2845	reference method	0.1645	0.3189	1	100	151	15	2013.0667
2846	refiner	-0.3763	-0.7698	2	146	204	21	2009.5714
2847	refractive index	0.0876	0.495	1	305	553	42	2016
2848	regression	0.233	0.0685	1	348	607	56	2014.2679
2849	regular diesel	0.6183	0.0488	3	250	374	24	2014.9583
2850	regular diesel fuel	0.8081	-0.2006	3	218	317	19	2013.6316
2851	regulated emission	0.7523	-0.3907	3	279	498	28	2012.6429
2852	regulator	-0.5116	-0.2418	2	223	289	24	2014.6667
2853	relative abundance	-0.1559	0.2276	1	121	169	14	2016.5
2854	relative content	-0.2749	0.6196	1	158	200	13	2017.4615
2855	reliance	-0.3066	-0.567	2	454	755	46	2014.2826
2856	remediation	-0.6704	0.028	4	295	436	33	2017.6667
2857	removal efficiency	-0.6761	0.2956	4	318	550	41	2016.9024
2858	renewable alternative fuel	0.9733	-0.2222	3	200	267	16	2016.875
2859	renewable diesel production	-0.5804	-0.3328	2	158	210	14	2016.7857
2860	renewable electricity	-0.3844	-0.713	2	156	213	17	2015.8824
2861	renewable energy directive	-0.4129	-0.8382	2	343	641	40	2016.3
2862	renewable energy production	-0.5181	-0.5681	2	171	203	14	2018.9286
2863	renewable energy technology	-0.4735	-0.6916	2	147	174	15	2015.3333
2864	renewable fuel standard	-0.5087	-0.7593	2	357	741	52	2015.5385
2865	renewable gasoline	-0.6506	-0.5557	2	157	198	11	2015.4545
2866	renewable jet fuel	-0.5343	-0.5757	2	278	465	29	2017.1379
2867	renewable transportation fuel	-0.2921	-0.0747	2	163	188	14	2014.7857
2868	repeatability	0.2411	0.2405	1	122	141	17	2015.5882
2869	replication	-0.5203	-0.4368	2	120	138	14	2013.7857
2870	research octane number	0.5916	0.2407	3	142	196	16	2016.6875
2871	research work	0.7174	0.057	3	684	1470	86	2016.7674
2872	residence time	-0.0635	0.4181	1	719	1427	102	2016.1667
2873	resident	-0.0433	-0.5804	2	120	151	13	2014.3077
2874	resource use	-0.5161	-0.7788	2	165	214	14	2013.2143
2875	respondent	-0.4626	-0.833	2	166	239	19	2015.2105
2876	response surface	-0.292	0.3884	1	166	212	14	2015.9286
2877	response surface method	0.3501	0.3682	1	132	191	12	2017.0833
2878	response surface methodology	-0.0001	0.5658	1	1277	5074	286	2016.6818
2879	retention time	-0.3858	0.3618	1	259	336	29	2015.4138
2880	return	-0.5528	-0.4627	2	654	1537	97	2014.8763
2881	reusability	-0.1262	0.9382	1	542	1568	83	2017.5181
2882	rev min	1.2737	-0.314	3	123	234	11	2014.2727
2883	revenue	-0.539	-0.5811	2	418	759	55	2015.3455
2884	rfs	-0.5612	-0.8223	2	127	211	16	2016.625
2885	rfs2	-0.6052	-0.7521	2	166	241	15	2014.2667
2886	rhodosporidium toruloide	-0.8871	0.2109	4	180	318	18	2017.7778
2887	rice bran oil	0.7792	0.2468	3	317	635	39	2014.4615
2888	rice straw	-0.4561	0.0403	4	410	598	44	2015.7273
2889	ricinus communis l	-0.393	-0.422	2	97	121	11	2015.3636
2890	rin	-0.5365	-0.7173	2	111	158	12	2016.5833
2891	ring	0.3385	0.3387	1	404	637	54	2015.3889
2892	risk	-0.2922	-0.5818	2	1013	2415	176	2015.6761
2893	river	-0.6231	-0.265	4	135	159	14	2014.2143
2894	rmse	0.4799	0.1029	1	141	202	13	2018
2895	rmsep	0.328	0.1445	1	94	189	18	2014.8889
2896	road	-0.1058	-0.6764	2	498	766	55	2015
2897	road transport	-0.1814	-0.7741	2	321	506	40	2014.275
2898	road transport sector	-0.2076	-0.8191	2	219	350	24	2015.0417
2899	road transportation	-0.2619	-0.5738	2	135	164	14	2014.9286
2900	roi	-0.6347	-0.1231	2	182	222	11	2017.5455
2901	ron	0.659	0.1641	3	156	211	17	2016.8235
2902	ros	0.1693	-0.2458	3	135	184	14	2015.5714
2903	rotation	-0.3482	-0.4918	2	361	589	36	2016.0833
2904	rotational speed	0.6155	0.0412	3	235	353	24	2016.5833
2905	rpm	0.8549	0.0999	3	1570	8602	448	2016.6719
2906	rsd	0.1245	0.2949	1	104	118	12	2014.3333
2907	rsm	0.1327	0.5356	1	1038	3472	181	2016.7956
2908	rsm model	0.5112	0.3762	1	133	201	10	2018.7
2909	ru c	-0.1923	0.7126	1	207	340	19	2015.6842
2910	rubber seed	-0.1532	0.0437	1	105	127	11	2015.4545
2911	rural community	-0.4744	-0.7764	2	205	310	20	2013.2
2912	rural development	-0.5052	-0.8676	2	290	540	36	2013.7222
2913	russia	0.2073	-0.6613	2	129	175	13	2015.4615
2914	s cerevisiae	-0.7266	0.1843	4	174	321	21	2016.1905
2915	s obliquus	-1.0101	0.1806	4	155	258	15	2017.2667
2916	saccharification	-0.6457	0.2636	4	252	369	24	2017.2083
2917	saccharomyces cerevisiae	-0.6344	0.2593	4	379	686	52	2016.5385
2918	sale	-0.3399	-0.6841	2	371	607	46	2013.9783
2919	salinity	-0.7443	-0.0738	4	401	715	48	2015.625
2920	sample preparation	0.1271	0.3242	1	76	99	16	2015.8125
2921	sao paulo	0.0534	-0.6631	2	186	271	21	2014.9524
2922	saponification	-0.2679	0.4442	1	315	464	32	2015.3125
2923	saponification number	-0.214	0.202	1	91	147	15	2013.6
2924	saponification value	-0.1339	0.4696	1	352	720	47	2015.3617
2925	saturated fatty acid	-0.609	0.2339	4	544	1137	74	2016.0946
2926	sauter mean diameter	1.2527	-0.107	3	162	311	21	2015.5238
2927	saving	-0.308	-0.6054	2	996	2406	166	2014.2169
2928	sawdust	-0.215	0.2682	1	366	532	40	2017.55
2929	sba	-0.0576	0.8837	1	394	812	48	2017.0208
2930	scanning electron microscope	0.3774	0.3334	1	169	232	17	2016
2931	scanning electron microscopy	0.0238	0.6497	1	315	507	25	2018.4
2932	scanning mobility particle sizer	0.9408	-0.3367	3	128	194	11	2012.7273
2933	scenario	-0.4095	-0.6181	2	1703	8503	585	2015.4769
2934	scenario analysis	-0.5506	-0.6897	2	298	472	27	2016.1852
2935	scenedesmus	-0.8487	0.2122	4	458	959	58	2016.5
2936	scenedesmus obliquus	-0.8869	0.2343	4	294	518	32	2016
2937	scenedesmus sp	-0.8546	0.2245	4	169	230	14	2015.7143
2938	scg	-0.221	0.0743	1	145	169	11	2018.8182
2939	sco	-0.8344	0.1216	4	162	218	14	2016.5714
2940	scr	0.853	-0.3933	3	324	617	34	2014.6765
2941	screening	-0.5188	0.2286	4	719	1339	96	2015.2708
2942	season	-0.3509	-0.3506	2	630	1267	90	2015.6333
2943	seasonal variation	-0.3427	-0.2742	2	192	282	22	2016.2727
2944	seawater	-0.6907	-0.0038	4	215	300	22	2016.2273
2945	seaweed	-0.4467	0.2326	1	239	291	23	2017.4348
2946	second generation bioethanol	-0.5799	-0.4923	2	105	114	11	2016.6364
2947	second order	-0.0101	0.4319	1	158	204	14	2015.2857
2948	second order model	0.0042	0.7078	1	113	182	16	2013
2949	second phase	0.8917	-0.353	3	196	309	19	2013.4737
2950	second scenario	-0.3654	-0.3949	2	120	131	10	2015.4
2951	second stage	-0.312	0.3635	4	375	546	35	2015.4857
2952	second step	-0.2444	0.4191	1	409	670	45	2014.9556
2953	secondary organic aerosol	0.2728	-0.4604	2	116	187	16	2015.625
2954	sector	-0.2119	-0.6325	2	1566	5874	425	2015.5576
2955	security	-0.2596	-0.6618	2	488	817	53	2013.6226
2956	security act	-0.5877	-0.6097	2	181	271	16	2011.875
2957	seed germination	-0.6244	-0.3477	2	103	128	12	2015.5833
2958	seed kernel	-0.2979	0.3522	1	128	163	13	2015.7692
2959	seed oil content	-0.55	-0.2573	2	255	406	32	2015.1875
2960	seed production	-0.4932	-0.4695	2	165	220	18	2014.7222
2961	seed weight	-0.5418	-0.1518	2	173	267	22	2014.1364
2962	seed yield	-0.5742	-0.3983	2	441	1038	77	2015.0519
2963	seedling	-0.6301	-0.3244	2	171	289	31	2012.871
2964	selective catalytic reduction	0.8945	-0.3579	3	306	567	31	2015.4839
2965	selective conversion	-0.1501	0.7203	1	135	168	10	2018.1
2966	selective hydrogenation	-0.2215	0.7372	1	107	143	11	2015.5455
2967	selectivity	-0.1029	0.7617	1	1156	5266	340	2016.8529
2968	selling price	-0.6373	-0.3735	2	437	903	55	2017.5273
2969	sem	0.0631	0.7915	1	1083	4120	207	2017.401
2970	sem eds	-0.0164	0.5225	1	116	140	10	2014.6
2971	sem edx	-0.0923	0.9405	1	174	261	14	2018.1429
2972	semi arid region	-0.4547	-0.4768	2	151	187	15	2015.8667
2973	semi batch reactor	-0.0719	0.8029	1	204	345	20	2017.8
2974	sensitivity analysis	-0.3065	-0.4229	2	1198	3860	250	2016.216
2975	sequencing	-0.6714	0.1138	4	320	543	41	2016.5122
2976	sequestration	-0.4663	-0.4919	2	352	518	33	2014.9394
2977	service	-0.3718	-0.7183	2	434	721	54	2013.4259
2978	sfa	-0.6667	0.1883	4	263	438	26	2017.5
2979	sfc	1.3661	-0.1049	3	325	805	40	2016.775
2980	shake flask	-0.8963	0.2925	4	130	211	13	2015.3077
2981	share	0.0171	-0.65	2	1035	2840	182	2015.3407
2982	ship	-0.0475	-0.6252	2	164	214	21	2014.6667
2983	shock tube	0.8023	0.2262	3	179	430	30	2015.8
2984	shock wave	0.62	0.2921	3	105	184	13	2014.8462
2985	shoot	-0.4677	-0.1842	2	141	200	20	2014.75
2986	short	-0.3971	-0.5652	2	169	197	13	2017.0769
2987	short chain alcohol	-0.2312	0.4267	1	223	325	23	2012.7391
2988	short period	-0.8649	-0.0635	4	123	163	10	2013.4
2989	short reaction time	-0.1557	0.7058	1	146	186	12	2014.8333
2990	short residence time	-0.0611	0.4783	1	126	147	10	2016.8
2991	short time	-0.2206	0.6059	1	157	195	11	2017.2727
2992	shorter ignition delay	1.296	-0.1136	3	269	578	29	2015.2759
2993	si al ratio	-0.0493	0.9026	1	207	337	18	2017.0556
2994	si engine	0.9962	-0.393	3	298	603	36	2017.7222
2995	side reaction	-0.146	0.7801	1	245	406	26	2017.6154
2996	significant correlation	-0.2791	-0.1122	4	137	169	12	2015.8333
2997	significant loss	-0.0793	0.8388	1	268	445	27	2016.6296
2998	silica	-0.1515	0.7818	1	424	711	46	2016.1739
2999	silica gel	0.1065	0.5697	1	138	182	13	2013.8462
3000	simapro	-0.5611	-0.7886	2	177	269	14	2015.4286
3001	similar condition	0.6008	0.2674	3	176	233	12	2016.5833
3002	simple method	0.1965	0.4996	1	131	142	12	2016.75
3003	simultaneous determination	0.2759	0.2499	1	90	107	13	2016.5385
3004	simultaneous reduction	0.9446	-0.2598	3	299	488	24	2017.1667
3005	simultaneous saccharification	-0.5895	0.1306	4	174	242	18	2016.9444
3006	single cell oil	-0.7927	0.2672	4	225	369	24	2016.4167
3007	single cylinder	1.3697	-0.1542	3	795	4176	201	2016.3184
3008	single cylinder ci engine	1.2319	-0.1219	3	208	417	22	2017.4091
3009	single cylinder compression ignition engine	1.1555	-0.2234	3	186	294	14	2018.2857
3010	single cylinder di diesel engine	1.4237	-0.0717	3	152	222	11	2016.1818
3011	single cylinder diesel engine	1.3306	-0.1808	3	644	2284	117	2016.1624
3012	single cylinder direct injection diesel engine	1.4167	-0.0765	3	198	323	17	2013.9412
3013	single cylinder engine	1.1594	-0.2673	3	287	491	31	2016.5806
3014	single step	0.1691	0.4535	1	255	352	23	2016.2609
3015	sio2	0.0276	0.7931	1	398	762	42	2016.6667
3016	situ	-0.3051	0.4193	1	326	422	31	2016.6452
3017	situ transesterification	-0.4794	0.529	4	114	154	11	2016.9091
3018	size distribution	0.6513	-0.1936	3	568	1188	81	2014.2963
3019	size range	0.5732	-0.3015	3	215	307	22	2013.8182
3020	skeletal mechanism	0.8823	0.184	3	117	199	16	2017.75
3021	slight decrease	0.5328	-0.1983	3	186	252	14	2017.9286
3022	slight increase	1.0047	-0.1306	3	626	1512	80	2016.65
3023	slight reduction	0.9604	-0.3183	3	264	419	23	2015.1304
3024	slow pyrolysis	-0.1564	0.2849	1	205	299	22	2016.2273
3025	small increase	0.91	-0.186	3	171	223	13	2013.8462
3026	small scale	-0.5825	-0.5023	2	304	415	31	2014.3871
3027	smd	1.2491	-0.1059	3	182	357	25	2015.8
3028	sme	0.7338	-0.1526	3	326	531	39	2012.4615
3029	smoke	1.2105	-0.2179	3	965	4909	254	2016.2323
3030	smoke density	1.347	-0.1731	3	236	510	28	2014.25
3031	smoke emission	1.3786	-0.1333	3	827	4489	223	2016.5516
3032	smoke level	1.5198	-0.3177	3	143	246	13	2009.7692
3033	smoke opacity	1.3418	-0.1554	3	631	2508	127	2016.0551
3034	smps	0.9806	-0.3018	3	118	176	10	2013.3
3035	sng	-0.5081	-0.5528	2	134	187	13	2014.0769
3036	so4	-0.2155	0.5996	1	166	218	14	2016.7857
3037	soa	0.3191	-0.4627	2	114	171	15	2016
3038	soap formation	-0.1464	0.6782	1	128	185	13	2010.4615
3039	soc	0.0767	-0.5244	2	324	455	24	2016.375
3040	social aspect	-0.5585	-0.7974	2	147	199	16	2017.1875
3041	social benefit	-0.4005	-0.5111	2	215	250	14	2015.7857
3042	social impact	-0.4621	-0.7588	2	255	377	24	2015.25
3043	society	-0.345	-0.4996	2	633	1135	87	2015.6667
3044	sodium hydroxide	0.1778	0.4889	1	608	1380	91	2014.6374
3045	sodium methoxide	-0.043	0.5838	1	226	411	30	2012.8333
3046	soil amendment	-0.558	-0.2512	2	165	208	14	2018.4286
3047	soil condition	-0.6106	-0.5785	2	162	201	13	2013.3846
3048	soil organic carbon	-0.6062	-0.6235	2	225	341	17	2015.2941
3049	soil quality	-0.6367	-0.5978	2	121	137	10	2014.7
3050	sol gel method	-0.1144	0.7887	1	141	184	11	2017.5455
3051	solar energy	-0.5901	-0.3464	2	391	558	42	2014.4286
3052	sole carbon source	-0.765	0.3087	4	188	293	20	2015.4
3053	solid acid	-0.1878	0.8068	1	294	523	30	2015.3
3054	solid acid catalyst	-0.1483	0.8277	1	544	1294	78	2016.1154
3055	solid base catalyst	-0.0431	1.0333	1	295	639	31	2016.3548
3056	solid catalyst	-0.0743	0.8942	1	370	744	42	2015.9524
3057	solid oxide fuel cell	-0.2921	-0.4347	2	101	121	12	2016.6667
3058	solid product	-0.2113	0.5396	1	120	163	13	2017.3077
3059	solid ratio	-0.3778	0.4444	1	136	193	15	2016.6
3060	solid residue	-0.4045	0.192	1	245	323	27	2017.3333
3061	solid state fermentation	-0.5729	0.2271	4	133	180	12	2017.6667
3062	solvent extraction method	0.0383	0.2228	4	167	204	13	2017.3077
3063	solvent free condition	-0.0741	0.8591	1	163	251	16	2017.4375
3064	solvent free system	-0.3288	0.7008	1	118	172	12	2015.5
3065	solvent system	-0.5421	0.4296	4	210	285	20	2015.25
3066	sonication	-0.3227	0.5557	1	213	304	21	2016.8571
3067	soot	0.9191	-0.0738	3	691	1803	117	2015.3419
3068	soot emission	1.1641	-0.1531	3	557	1476	79	2016.5316
3069	soot formation	0.891	0.0303	3	312	553	34	2016.7647
3070	soot particle	0.6999	0.0539	3	251	496	36	2016.9722
3071	soot reactivity	0.7927	0.1075	3	124	175	11	2017
3072	soot reduction	1.0021	-0.0414	3	152	213	13	2016.2308
3073	soot sample	0.7483	0.1133	3	120	185	13	2016.4615
3074	sooting tendency	0.5654	0.0662	3	215	296	23	2017.087
3075	sorbitol	-0.1271	0.5408	1	174	236	14	2016.7857
3076	sorption	-0.0988	0.5039	1	228	311	24	2015.8333
3077	source apportionment	0.1202	-0.4218	2	117	172	14	2013.8571
3078	south	-0.4047	-0.7181	2	207	284	18	2014.0556
3079	south africa	-0.4995	-0.6188	2	303	437	25	2013.4
3080	south america	-0.3585	-0.4194	2	196	233	17	2014.5294
3081	southeast asia	-0.3118	-0.6016	2	136	169	14	2012.8571
3082	sowing	-0.6145	-0.5062	2	138	206	17	2014.4118
3083	soxhlet	-0.4916	0.3295	4	145	193	14	2015.5
